Device ID,NMOS3_C8R5,,
Flags,,,
Remarks,,,
VG,IDS,IG,VDS
5,4.11478E-09,-4.31E-13,0.1
4.889,3.20686E-09,-3.8E-14,0.1
4.778,2.49748E-09,-5.46E-13,0.1
4.667,1.92453E-09,-5.8E-13,0.1
4.556,1.48365E-09,-3.1E-13,0.1
4.444,1.0992E-09,-1.58E-13,0.1
4.333,8.4571E-10,-8.52E-13,0.1
4.222,6.71548E-10,-2.43E-13,0.1
4.111,5.01643E-10,-7.3E-14,0.1
4,3.71496E-10,-3.09E-13,0.1
3.889,2.68555E-10,-1.5E-13,0.1
3.778,1.9196E-10,-3.91E-13,0.1
3.667,1.42317E-10,-3.72E-13,0.1
3.556,9.8598E-11,-4.19E-13,0.1
3.444,6.5434E-11,-3.74E-13,0.1
3.333,4.5513E-11,-4.87E-13,0.1
3.222,3.101E-11,-4.7E-13,0.1
3.111,2.0572E-11,-3.82E-13,0.1
3,1.3934E-11,-3.51E-13,0.1
2.889,9.431E-12,-4.27E-13,0.1
2.778,6.302E-12,-3.82E-13,0.1
2.667,4.072E-12,-4.21E-13,0.1
2.556,2.838E-12,-4.58E-13,0.1
2.444,2.016E-12,-5.51E-13,0.1
2.333,1.533E-12,-5.6E-13,0.1
2.222,1.241E-12,-7.31E-13,0.1
2.111,9.48E-13,-5.59E-13,0.1
2,9.04E-13,-7.46E-13,0.1
1.8889,8.2E-13,-7.52E-13,0.1
1.7778,7.54E-13,-9.15E-13,0.1
1.6667,7.31E-13,-7.58E-13,0.1
1.5556,6.64E-13,-7.78E-13,0.1
1.4444,6.65E-13,-8.46E-13,0.1
1.3333,6.26E-13,-9.23E-13,0.1
1.2222,5.93E-13,-8.13E-13,0.1
1.1111,5.33E-13,-9.07E-13,0.1
1,5.69E-13,-8.81E-13,0.1
0.8889,4.91E-13,-9.79E-13,0.1
0.7778,5.47E-13,-8.47E-13,0.1
0.6667,5.35E-13,-1.004E-12,0.1
0.5556,5.39E-13,-9.1E-13,0.1
0.4444,5.58E-13,-8.81E-13,0.1
0.3333,2.29E-13,-1.056E-12,0.1
0.2222,4.99E-13,-9.27E-13,0.1
0.1111,4.84E-13,-9.47E-13,0.1
0,4.16E-13,-1.038E-12,0.1
-0.1111,4.93E-13,-8.79E-13,0.1
-0.2222,5.15E-13,-8.34E-13,0.1
-0.3333,4.28E-13,-9.53E-13,0.1
-0.4444,3.67E-13,-8.97E-13,0.1
-0.5556,3.77E-13,-8.92E-13,0.1
-0.6667,4.72E-13,-8.84E-13,0.1
-0.7778,3.46E-13,-8.75E-13,0.1
-0.8889,3.34E-13,-8.42E-13,0.1
-1,3.76E-13,-8.47E-13,0.1
-1.1111,3.42E-13,-8.59E-13,0.1
-1.2222,3.54E-13,-8.12E-13,0.1
-1.3333,3.39E-13,-7.75E-13,0.1
-1.4444,3.21E-13,-7.49E-13,0.1
-1.5556,3.25E-13,-7.65E-13,0.1
-1.6667,3.01E-13,-7.79E-13,0.1
-1.7778,2.97E-13,-7.43E-13,0.1
-1.8889,2.91E-13,-7E-13,0.1
-2,2.71E-13,-7.55E-13,0.1
-2.111,2.99E-13,-7.31E-13,0.1
-2.222,2.98E-13,-7.16E-13,0.1
-2.333,2.61E-13,-6.62E-13,0.1
-2.444,2.81E-13,-6.88E-13,0.1
-2.556,2.62E-13,-6.75E-13,0.1
-2.667,2.93E-13,-7.14E-13,0.1
-2.778,2.57E-13,-6.89E-13,0.1
-2.889,2.5E-13,-7.13E-13,0.1
-3,2.84E-13,-7.04E-13,0.1
-3.111,2.38E-13,-6.92E-13,0.1
-3.222,2.12E-13,-6.55E-13,0.1
-3.333,2.58E-13,-6.59E-13,0.1
-3.444,2.59E-13,-6.86E-13,0.1
-3.556,2.16E-13,-6.52E-13,0.1
-3.667,2.74E-13,-6.95E-13,0.1
-3.778,2.59E-13,-6.72E-13,0.1
-3.889,2.85E-13,-6.72E-13,0.1
-4,2.77E-13,-6.82E-13,0.1
-4.111,2.65E-13,-6.45E-13,0.1
-4.222,2.71E-13,-6.89E-13,0.1
-4.333,2.46E-13,-6.62E-13,0.1
-4.444,3.01E-13,-6.93E-13,0.1
-4.556,2.66E-13,-6.93E-13,0.1
-4.667,2.59E-13,-6.54E-13,0.1
-4.778,2.96E-13,-7E-13,0.1
-4.889,2.76E-13,-6.86E-13,0.1
-5,2.7E-13,-6.94E-13,0.1
-5.111,2.61E-13,-6.99E-13,0.1
-5.222,2.69E-13,-7.43E-13,0.1
-5.333,3.24E-13,-7.28E-13,0.1
-5.444,3.16E-13,-7.5E-13,0.1
-5.556,2.88E-13,-7.27E-13,0.1
-5.667,2.77E-13,-7.15E-13,0.1
-5.778,3.33E-13,-7.02E-13,0.1
-5.889,4.29E-13,-6.4E-13,0.1
-6,4.63E-13,-6.11E-13,0.1
-6.111,4.62E-13,-7.69E-13,0.1
-6.222,2.08E-13,-9.2E-13,0.1
-6.333,-1.09E-13,-7.66E-13,0.1
-6.444,3.45E-13,-7.85E-13,0.1
-6.556,3.2E-13,-7.67E-13,0.1
-6.667,3.1E-13,-8.07E-13,0.1
-6.778,3.3E-13,-8.06E-13,0.1
-6.889,3.55E-13,-7.86E-13,0.1
-7,3.37E-13,-7.95E-13,0.1
-7.111,3.64E-13,-8.13E-13,0.1
-7.222,3.52E-13,-8.14E-13,0.1
-7.333,4.13E-13,-8.34E-13,0.1
-7.444,3.69E-13,-8.33E-13,0.1
-7.556,3.6E-13,-8.44E-13,0.1
-7.667,4.22E-13,-8.52E-13,0.1
-7.778,4.33E-13,-8.83E-13,0.1
-7.889,3.75E-13,-9.01E-13,0.1
-8,4.7E-13,-9.32E-13,0.1
-8.111,4.58E-13,-9.17E-13,0.1
-8.222,4.85E-13,-9.59E-13,0.1
-8.333,5.35E-13,-9.91E-13,0.1
-8.444,5.27E-13,-1.023E-12,0.1
-8.556,5.61E-13,-1.058E-12,0.1
-8.667,5.72E-13,-1.066E-12,0.1
-8.778,6.43E-13,-1.154E-12,0.1
-8.889,6.91E-13,-1.184E-12,0.1
-9,7.35E-13,-1.246E-12,0.1
-9.111,7.92E-13,-1.307E-12,0.1
-9.222,8.83E-13,-1.38E-12,0.1
-9.333,1.023E-12,-1.526E-12,0.1
-9.444,1.011E-12,-1.623E-12,0.1
-9.556,1.094E-12,-1.726E-12,0.1
-9.667,1.227E-12,-1.87E-12,0.1
-9.778,1.337E-12,-2.007E-12,0.1
-9.889,1.478E-12,-2.139E-12,0.1
-10,1.585E-12,-2.285E-12,0.1
Device ID,NMOS3_C4R2,,
Flags,,,
Remarks,,,
VG,IDS,IG,VDS
-10,5.671E-12,-6.448E-12,0.1
-9.889,2.234E-12,-4.107E-12,0.1
-9.778,1.527E-12,-2.975E-12,0.1
-9.667,1.135E-12,-2.313E-12,0.1
-9.556,8.97E-13,-1.86E-12,0.1
-9.444,6.91E-13,-1.567E-12,0.1
-9.333,5.89E-13,-1.361E-12,0.1
-9.222,4.74E-13,-1.167E-12,0.1
-9.111,4.04E-13,-1.049E-12,0.1
-9,3.58E-13,-9.03E-13,0.1
-8.889,2.94E-13,-8.27E-13,0.1
-8.778,2.61E-13,-7.43E-13,0.1
-8.667,1.94E-13,-6.75E-13,0.1
-8.556,1.91E-13,-6.21E-13,0.1
-8.444,1.63E-13,-5.57E-13,0.1
-8.333,1.28E-13,-5.18E-13,0.1
-8.222,-5.1E-14,-4.89E-13,0.1
-8.111,1.02E-13,-4.4E-13,0.1
-8,1.07E-13,-4.12E-13,0.1
-7.889,7.5E-14,-3.94E-13,0.1
-7.778,8.8E-14,-3.47E-13,0.1
-7.667,3.4E-14,-3.15E-13,0.1
-7.556,7.2E-14,-4.05E-13,0.1
-7.444,1.52E-13,-2.86E-13,0.1
-7.333,3.3E-14,-2.77E-13,0.1
-7.222,-2.4E-14,-2.63E-13,0.1
-7.111,3.3E-14,-2.5E-13,0.1
-7,-6E-15,-2E-13,0.1
-6.889,-3E-15,-2.08E-13,0.1
-6.778,-2.9E-14,-1.88E-13,0.1
-6.667,-1.7E-14,-1.8E-13,0.1
-6.556,-2.2E-14,-1.65E-13,0.1
-6.444,-2E-15,-1.25E-13,0.1
-6.333,-5.4E-14,-1.42E-13,0.1
-6.222,-6E-14,-9.8E-14,0.1
-6.111,-4.7E-14,-9.4E-14,0.1
-6,-7.8E-14,-9.1E-14,0.1
-5.889,-6.8E-14,-6.9E-14,0.1
-5.778,-7.8E-14,-5.3E-14,0.1
-5.667,-1.09E-13,-2E-14,0.1
-5.556,-1.22E-13,-1.5E-14,0.1
-5.444,-1.44E-13,1.2E-14,0.1
-5.333,-1.57E-13,3.5E-14,0.1
-5.222,-1.48E-13,5.5E-14,0.1
-5.111,-1.75E-13,9.4E-14,0.1
-5,-2.49E-13,1.13E-13,0.1
-4.889,-2E-13,1.38E-13,0.1
-4.778,-1.42E-13,1.4E-13,0.1
-4.667,-1.6E-14,1.11E-13,0.1
-4.556,1.78E-13,1.03E-13,0.1
-4.444,6.16E-13,9.9E-14,0.1
-4.333,1.511E-12,8.1E-14,0.1
-4.222,3.468E-12,7.9E-14,0.1
-4.111,7.427E-12,5.3E-14,0.1
-4,1.5652E-11,8.3E-14,0.1
-3.889,3.2175E-11,1.01E-13,0.1
-3.778,6.1907E-11,1.02E-13,0.1
-3.667,1.11568E-10,9.7E-14,0.1
-3.556,1.97645E-10,8.6E-14,0.1
-3.444,3.31902E-10,6.5E-14,0.1
-3.333,5.47986E-10,7.1E-14,0.1
-3.222,8.109E-10,4.4E-14,0.1
-3.111,1.31181E-09,9.3E-14,0.1
-3,0.000000002,7.7E-14,0.1
-2.889,2.82973E-09,1.07E-13,0.1
-2.778,0.000000004,9.9E-14,0.1
-2.667,5.38534E-09,9.9E-14,0.1
-2.556,7.08528E-09,1.03E-13,0.1
-2.444,9.23633E-09,9.4E-14,0.1
-2.333,1.13813E-08,7.5E-14,0.1
-2.222,1.44268E-08,7.2E-14,0.1
-2.111,1.78802E-08,8E-14,0.1
-2,0.000000022,8.6E-14,0.1
-1.8889,2.6594E-08,1.01E-13,0.1
-1.7778,3.1793E-08,1E-13,0.1
-1.6667,3.78153E-08,2.26E-13,0.1
-1.5556,4.43829E-08,4.9E-14,0.1
-1.4444,5.15611E-08,5.9E-14,0.1
-1.3333,6.01654E-08,7.2E-14,0.1
-1.2222,6.91333E-08,1.01E-13,0.1
-1.1111,7.86432E-08,2.16E-13,0.1
-1,8.95599E-08,1.15E-13,0.1
-0.8889,1.007126E-07,4.13E-13,0.1
-0.7778,0.000000112,-2.5E-14,0.1
-0.6667,1.2529E-07,-5.7E-14,0.1
-0.5556,1.39573E-07,1E-14,0.1
-0.4444,1.54857E-07,1.4E-14,0.1
-0.3333,1.70581E-07,1.9E-14,0.1
-0.2222,1.87643E-07,3E-15,0.1
-0.1111,2.05553E-07,6.3E-14,0.1
0,2.24474E-07,9.2E-14,0.1
0.1111,2.43693E-07,9.1E-14,0.1
0.2222,2.64559E-07,8E-14,0.1
0.3333,0.000000286,6.6E-14,0.1
0.4444,3.08548E-07,3.54E-13,0.1
0.5556,3.3213E-07,-2E-14,0.1
0.6667,3.55799E-07,6.3E-14,0.1
0.7778,3.80248E-07,6E-14,0.1
0.8889,0.000000406,6E-14,0.1
1,4.31349E-07,-2.7E-14,0.1
1.1111,4.58199E-07,9E-14,0.1
1.2222,4.85842E-07,8.5E-14,0.1
1.3333,5.13535E-07,8.3E-14,0.1
1.4444,5.41789E-07,1.03E-13,0.1
1.5556,5.72755E-07,9.7E-14,0.1
1.6667,6.01905E-07,1.1E-13,0.1
1.7778,6.3242E-07,1.16E-13,0.1
1.8889,6.6284E-07,9.8E-14,0.1
2,6.948E-07,1.02E-13,0.1
2.111,7.26871E-07,1.22E-13,0.1
2.222,7.55777E-07,1.08E-13,0.1
2.333,7.89784E-07,1.12E-13,0.1
2.444,8.22287E-07,1.26E-13,0.1
2.556,8.54684E-07,1.13E-13,0.1
2.667,8.87223E-07,1.37E-13,0.1
2.778,9.20237E-07,1.29E-13,0.1
2.889,9.52511E-07,1.29E-13,0.1
3,9.85287E-07,1.32E-13,0.1
3.111,1.017579E-06,1.31E-13,0.1
3.222,1.051532E-06,1.13E-13,0.1
3.333,1.086776E-06,1.26E-13,0.1
3.444,1.119533E-06,1.54E-13,0.1
3.556,1.14447E-06,1.14E-13,0.1
3.667,1.17535E-06,1.24E-13,0.1
3.778,1.21113E-06,1.28E-13,0.1
3.889,1.24513E-06,1.16E-13,0.1
4,1.27971E-06,1.24E-13,0.1
4.111,0.000001312,1.46E-13,0.1
4.222,1.34147E-06,1.47E-13,0.1
4.333,0.000001377,1.56E-13,0.1
4.444,1.40919E-06,1.36E-13,0.1
4.556,1.44481E-06,1.54E-13,0.1
4.667,1.47692E-06,1.38E-13,0.1
4.778,1.50862E-06,1.49E-13,0.1
4.889,1.53826E-06,1.61E-13,0.1
5,1.56953E-06,1.65E-13,0.1
5.111,1.60048E-06,1.75E-13,0.1
5.222,1.63136E-06,1.41E-13,0.1
5.333,1.66141E-06,1.89E-13,0.1
5.444,1.69045E-06,1.81E-13,0.1
5.556,1.72355E-06,2.1E-13,0.1
5.667,1.75408E-06,1.73E-13,0.1
5.778,1.78662E-06,1.89E-13,0.1
5.889,1.81516E-06,1.73E-13,0.1
6,1.84623E-06,1.63E-13,0.1
6.111,1.87743E-06,1.67E-13,0.1
6.222,0.000001908,1.68E-13,0.1
6.333,1.93251E-06,1.66E-13,0.1
6.444,1.96566E-06,2.05E-13,0.1
6.556,1.99611E-06,1.69E-13,0.1
6.667,2.02209E-06,2.08E-13,0.1
6.778,2.04757E-06,2.26E-13,0.1
6.889,2.07891E-06,1.83E-13,0.1
7,2.11093E-06,1.86E-13,0.1
7.111,2.13754E-06,1.74E-13,0.1
7.222,2.16434E-06,2.04E-13,0.1
7.333,2.18768E-06,1.71E-13,0.1
7.444,2.22293E-06,2.31E-13,0.1
7.556,2.2479E-06,2.2E-13,0.1
7.667,2.2729E-06,2.1E-13,0.1
7.778,2.30027E-06,2.52E-13,0.1
7.889,2.32852E-06,2.65E-13,0.1
8,2.35469E-06,2.8E-13,0.1
8.111,2.37234E-06,2.53E-13,0.1
8.222,0.000002406,2.92E-13,0.1
8.333,0.000002434,2.74E-13,0.1
8.444,2.45939E-06,2.1E-13,0.1
8.556,2.48505E-06,1.87E-13,0.1
8.667,2.51436E-06,1.96E-13,0.1
8.778,2.53812E-06,2.39E-13,0.1
8.889,2.56163E-06,3.95E-13,0.1
9,2.58939E-06,8.6E-14,0.1
9.111,2.60822E-06,5.6E-14,0.1
9.222,2.6368E-06,2.22E-13,0.1
9.333,2.66134E-06,1.97E-13,0.1
9.444,2.68665E-06,4.1E-14,0.1
9.556,2.71133E-06,3.06E-13,0.1
9.667,0.000002733,2.87E-13,0.1
9.778,2.75005E-06,2.63E-13,0.1
9.889,2.77266E-06,2.64E-13,0.1
10,0.000002798,2.79E-13,0.1
10,2.71127E-06,2.53E-13,0.1
9.889,0.00000251,8.4E-14,0.1
9.778,2.32747E-06,7.9E-14,0.1
9.667,2.16485E-06,4.7E-14,0.1
9.556,2.02082E-06,1.1E-14,0.1
9.444,1.88272E-06,-1.3E-14,0.1
9.333,1.75334E-06,-3.4E-14,0.1
9.222,1.63644E-06,-2.4E-14,0.1
9.111,1.52746E-06,-4.3E-14,0.1
9,1.42592E-06,-3.2E-14,0.1
8.889,1.33222E-06,-5.8E-14,0.1
8.778,1.24341E-06,-7.5E-14,0.1
8.667,1.15664E-06,-6.2E-14,0.1
8.556,1.07654E-06,-7.7E-14,0.1
8.444,1.000783E-06,-8.5E-14,0.1
8.333,9.30086E-07,-8.8E-14,0.1
8.222,8.60302E-07,-9.1E-14,0.1
8.111,7.98472E-07,-9.3E-14,0.1
8,0.00000074,-9.4E-14,0.1
7.889,6.84687E-07,-1.19E-13,0.1
7.778,6.31523E-07,-1.27E-13,0.1
7.667,5.81631E-07,-1E-13,0.1
7.556,5.35646E-07,-1.16E-13,0.1
7.444,4.91772E-07,-1.38E-13,0.1
7.333,4.48712E-07,-1.38E-13,0.1
7.222,4.11483E-07,-1.36E-13,0.1
7.111,3.76184E-07,-1.59E-13,0.1
7,3.42541E-07,-1.31E-13,0.1
6.889,3.13645E-07,-1.59E-13,0.1
6.778,2.85697E-07,-1.65E-13,0.1
6.667,2.58562E-07,-1.35E-13,0.1
6.556,2.34056E-07,-1.88E-13,0.1
6.444,2.10115E-07,-1.51E-13,0.1
6.333,1.89532E-07,-1.38E-13,0.1
6.222,1.69633E-07,-1.69E-13,0.1
6.111,1.52635E-07,-1.75E-13,0.1
6,1.35861E-07,-1.74E-13,0.1
5.889,1.20297E-07,-1.93E-13,0.1
5.778,1.07136E-07,-1.88E-13,0.1
5.667,0.000000095,-2.08E-13,0.1
5.556,8.33294E-08,-2.08E-13,0.1
5.444,0.000000073,-1.78E-13,0.1
5.333,6.42607E-08,-1.85E-13,0.1
5.222,5.58569E-08,-2E-13,0.1
5.111,4.89119E-08,-2.14E-13,0.1
5,4.23325E-08,-1.99E-13,0.1
4.889,3.61453E-08,-2.33E-13,0.1
4.778,0.000000031,-2.19E-13,0.1
4.667,2.65493E-08,-2.4E-13,0.1
4.556,2.24531E-08,-2.77E-13,0.1
4.444,1.89E-08,-2.62E-13,0.1
4.333,1.61305E-08,-2.29E-13,0.1
4.222,1.3565E-08,-2.48E-13,0.1
4.111,1.13625E-08,-2.65E-13,0.1
4,9.5761E-09,-2.58E-13,0.1
3.889,8.05907E-09,-2.35E-13,0.1
3.778,6.6271E-09,-2.56E-13,0.1
3.667,5.31613E-09,-3.61E-13,0.1
3.556,4.38962E-09,-3.66E-13,0.1
3.444,3.58321E-09,-3.97E-13,0.1
3.333,2.84985E-09,-3.66E-13,0.1
3.222,2.24568E-09,-4.03E-13,0.1
3.111,1.7927E-09,-4.49E-13,0.1
3,1.46093E-09,-4.45E-13,0.1
2.889,1.1016E-09,-4.22E-13,0.1
2.778,8.5613E-10,-4.33E-13,0.1
2.667,6.5232E-10,-4.44E-13,0.1
2.556,5.20665E-10,-3.7E-13,0.1
2.444,3.85166E-10,-3.26E-13,0.1
2.333,3.00525E-10,-3.62E-13,0.1
2.222,2.19054E-10,-3.15E-13,0.1
2.111,1.59987E-10,-3.37E-13,0.1
2,1.18945E-10,-3.64E-13,0.1
1.8889,8.4551E-11,-3.39E-13,0.1
1.7778,5.9645E-11,-3.11E-13,0.1
1.6667,4.1242E-11,-2.84E-13,0.1
1.5556,2.806E-11,-8.03E-13,0.1
1.4444,1.9611E-11,-3.65E-13,0.1
1.3333,1.2442E-11,-3.57E-13,0.1
1.2222,8.75E-12,-3.76E-13,0.1
1.1111,5.891E-12,-3.62E-13,0.1
1,3.966E-12,-3.49E-13,0.1
0.8889,2.817E-12,-4.07E-13,0.1
0.7778,2.017E-12,-3.61E-13,0.1
0.6667,1.484E-12,-3.88E-13,0.1
0.5556,1.081E-12,-4.03E-13,0.1
0.4444,9.09E-13,-4.19E-13,0.1
0.3333,7.84E-13,-4.26E-13,0.1
0.2222,6.76E-13,-4.67E-13,0.1
0.1111,5.81E-13,-4.45E-13,0.1
0,5.69E-13,-4.99E-13,0.1
-0.1111,5.05E-13,-5.01E-13,0.1
-0.2222,4.98E-13,-5.21E-13,0.1
-0.3333,4.74E-13,-5.6E-13,0.1
-0.4444,4.68E-13,-5.92E-13,0.1
-0.5556,4.42E-13,-6.15E-13,0.1
-0.6667,4.12E-13,-6.39E-13,0.1
-0.7778,3.76E-13,-6.16E-13,0.1
-0.8889,3.85E-13,-6.62E-13,0.1
-1,4.12E-13,-6.51E-13,0.1
-1.1111,4.06E-13,-6.49E-13,0.1
-1.2222,3.86E-13,-6.87E-13,0.1
-1.3333,3.66E-13,-6.71E-13,0.1
-1.4444,3.54E-13,-6.57E-13,0.1
-1.5556,3.34E-13,-7.18E-13,0.1
-1.6667,3.54E-13,-6.74E-13,0.1
-1.7778,3.44E-13,-6.79E-13,0.1
-1.8889,3.76E-13,-6.12E-13,0.1
-2,4.38E-13,-5.85E-13,0.1
-2.111,5.28E-13,-4.55E-13,0.1
-2.222,9.2E-14,-8.34E-13,0.1
-2.333,4.24E-13,-5.97E-13,0.1
-2.444,5.4E-13,-6.65E-13,0.1
-2.556,5.8E-14,-9.64E-13,0.1
-2.667,1.19E-13,-6.37E-13,0.1
-2.778,2.79E-13,-7.06E-13,0.1
-2.889,3.06E-13,-6.45E-13,0.1
-3,2.56E-13,-6.57E-13,0.1
-3.111,2.79E-13,-6.62E-13,0.1
-3.222,2.75E-13,-6.44E-13,0.1
-3.333,2.86E-13,-6.24E-13,0.1
-3.444,3.1E-13,-6.45E-13,0.1
-3.556,2.84E-13,-6.34E-13,0.1
-3.667,2.9E-13,-6.74E-13,0.1
-3.778,2.66E-13,-6.4E-13,0.1
-3.889,2.82E-13,-6.52E-13,0.1
-4,2.72E-13,-6.55E-13,0.1
-4.111,2.77E-13,-6.7E-13,0.1
-4.222,2.82E-13,-6.43E-13,0.1
-4.333,2.95E-13,-6.23E-13,0.1
-4.444,2.81E-13,-6.47E-13,0.1
-4.556,2.87E-13,-6.24E-13,0.1
-4.667,2.93E-13,-6.31E-13,0.1
-4.778,2.38E-13,-6.42E-13,0.1
-4.889,2.96E-13,-6.33E-13,0.1
-5,2.52E-13,-6.75E-13,0.1
-5.111,2.62E-13,-6.7E-13,0.1
-5.222,2.77E-13,-6.58E-13,0.1
-5.333,2.74E-13,-6.59E-13,0.1
-5.444,2.68E-13,-6.6E-13,0.1
-5.556,2.54E-13,-6.59E-13,0.1
-5.667,2.78E-13,-6.79E-13,0.1
-5.778,2.84E-13,-6.92E-13,0.1
-5.889,2.86E-13,-6.67E-13,0.1
-6,3.03E-13,-6.69E-13,0.1
-6.111,2.91E-13,-6.95E-13,0.1
-6.222,2.9E-13,-7.26E-13,0.1
-6.333,2.55E-13,-7.05E-13,0.1
-6.444,2.73E-13,-6.89E-13,0.1
-6.556,3.06E-13,-6.83E-13,0.1
-6.667,2.76E-13,-6.92E-13,0.1
-6.778,3.27E-13,-7.11E-13,0.1
-6.889,3.22E-13,-7.29E-13,0.1
-7,3.14E-13,-7.35E-13,0.1
-7.111,2.97E-13,-7.47E-13,0.1
-7.222,3.78E-13,-7.67E-13,0.1
-7.333,3.21E-13,-7.56E-13,0.1
-7.444,3.36E-13,-7.49E-13,0.1
-7.556,3.56E-13,-7.96E-13,0.1
-7.667,3.59E-13,-7.66E-13,0.1
-7.778,3.8E-13,-7.6E-13,0.1
-7.889,3.78E-13,-7.9E-13,0.1
-8,3.64E-13,-8.28E-13,0.1
-8.111,3.25E-13,-8.6E-13,0.1
-8.222,4.28E-13,-8.23E-13,0.1
-8.333,4.56E-13,-8.53E-13,0.1
-8.444,3.9E-13,-8.63E-13,0.1
-8.556,4.54E-13,-9.79E-13,0.1
-8.667,5.1E-13,-8.77E-13,0.1
-8.778,4.66E-13,-9.06E-13,0.1
-8.889,4.99E-13,-9.58E-13,0.1
-9,5.08E-13,-9.84E-13,0.1
-9.111,5.01E-13,-1.002E-12,0.1
-9.222,5.55E-13,-1.084E-12,0.1
-9.333,6.12E-13,-1.078E-12,0.1
-9.444,6.61E-13,-1.199E-12,0.1
-9.556,6.91E-13,-1.154E-12,0.1
-9.667,7.91E-13,-1.326E-12,0.1
-9.778,8.18E-13,-1.38E-12,0.1
-9.889,9.09E-13,-1.5E-12,0.1
-10,9.63E-13,-1.608E-12,0.1
Device ID,NMOS3_C2R1,,
Flags,,,
Remarks,,,
VG,IDS,IG,VDS
-10,4.037E-12,-5.013E-12,0.1
-9.889,1.314E-12,-3.003E-12,0.1
-9.778,8.55E-13,-2.01E-12,0.1
-9.667,5.19E-13,-1.467E-12,0.1
-9.556,3.76E-13,-1.103E-12,0.1
-9.444,2.68E-13,-8.54E-13,0.1
-9.333,1.41E-13,-7.25E-13,0.1
-9.222,1.65E-13,-5.87E-13,0.1
-9.111,8.2E-14,-4.73E-13,0.1
-9,7.4E-14,-4.3E-13,0.1
-8.889,0,-3.16E-13,0.1
-8.778,-7E-15,-2.92E-13,0.1
-8.667,-3.3E-14,-2.71E-13,0.1
-8.556,-4.7E-14,-2.29E-13,0.1
-8.444,-5.2E-14,-1.75E-13,0.1
-8.333,-1.7E-14,-9.8E-14,0.1
-8.222,-5.6E-14,-1.77E-13,0.1
-8.111,-6.6E-14,-1.21E-13,0.1
-8,-8E-14,-1.45E-13,0.1
-7.889,-8.6E-14,-8.5E-14,0.1
-7.778,-8.6E-14,-6.1E-14,0.1
-7.667,1E-15,2E-13,0.1
-7.556,-1.4E-13,-1E-13,0.1
-7.444,-1.07E-13,-5E-14,0.1
-7.333,-1.37E-13,-4.9E-14,0.1
-7.222,-6.3E-14,-1.19E-13,0.1
-7.111,-3.49E-13,1.07E-13,0.1
-7,-1.97E-13,-2E-15,0.1
-6.889,-8.8E-14,-3E-15,0.1
-6.778,-9.9E-14,-2.8E-14,0.1
-6.667,-1.39E-13,1.6E-14,0.1
-6.556,-1.66E-13,3E-14,0.1
-6.444,-1.38E-13,1.3E-14,0.1
-6.333,-1.12E-13,2.3E-14,0.1
-6.222,-1.09E-13,3.6E-14,0.1
-6.111,-1.29E-13,2.9E-14,0.1
-6,-7.7E-14,7.6E-14,0.1
-5.889,8.9E-14,3.1E-14,0.1
-5.778,-2.6E-14,-4.5E-14,0.1
-5.667,9.7E-14,2.1E-14,0.1
-5.556,3.02E-13,4.3E-14,0.1
-5.444,7.17E-13,1.67E-13,0.1
-5.333,1.475E-12,1.32E-13,0.1
-5.222,2.207E-12,-9E-15,0.1
-5.111,3.88E-12,-5.3E-14,0.1
-5,7.253E-12,3.3E-14,0.1
-4.889,1.2706E-11,7.5E-14,0.1
-4.778,2.0561E-11,7.3E-14,0.1
-4.667,3.485E-11,1.8E-14,0.1
-4.556,5.8405E-11,2.6E-14,0.1
-4.444,9.7416E-11,2.7E-14,0.1
-4.333,1.51263E-10,6E-14,0.1
-4.222,2.39321E-10,3E-15,0.1
-4.111,3.66553E-10,2.8E-14,0.1
-4,5.48975E-10,5E-15,0.1
-3.889,7.5171E-10,4.5E-14,0.1
-3.778,1.23172E-09,9.2E-14,0.1
-3.667,1.81421E-09,6E-14,0.1
-3.556,2.55232E-09,9.6E-14,0.1
-3.444,3.49571E-09,7.9E-14,0.1
-3.333,4.71066E-09,1.01E-13,0.1
-3.222,6.16093E-09,8.4E-14,0.1
-3.111,7.90887E-09,9.6E-14,0.1
-3,0.00000001,1.1E-14,0.1
-2.889,1.1868E-08,6.4E-14,0.1
-2.778,1.48074E-08,2.9E-14,0.1
-2.667,1.81774E-08,3.8E-14,0.1
-2.556,2.1796E-08,4.4E-14,0.1
-2.444,2.61662E-08,4.8E-14,0.1
-2.333,3.07681E-08,3.9E-14,0.1
-2.222,3.58329E-08,6.7E-14,0.1
-2.111,4.15658E-08,7E-14,0.1
-2,0.000000048,4.6E-14,0.1
-1.8889,5.5401E-08,7.1E-14,0.1
-1.7778,6.26864E-08,7.5E-14,0.1
-1.6667,7.10828E-08,5.1E-14,0.1
-1.5556,8.04484E-08,9.2E-14,0.1
-1.4444,8.96994E-08,9.3E-14,0.1
-1.3333,9.9716E-08,8.6E-14,0.1
-1.2222,1.111659E-07,6.5E-14,0.1
-1.1111,1.20322E-07,-2E-15,0.1
-1,1.3418E-07,6.3E-14,0.1
-0.8889,1.46317E-07,1.15E-13,0.1
-0.7778,1.60814E-07,3.8E-14,0.1
-0.6667,1.7582E-07,7.5E-14,0.1
-0.5556,1.90431E-07,7.3E-14,0.1
-0.4444,0.000000206,1.02E-13,0.1
-0.3333,0.000000222,6.1E-14,0.1
-0.2222,2.36944E-07,8.4E-14,0.1
-0.1111,2.53749E-07,7.3E-14,0.1
