Device ID,EDOP3_C10R8,,
Flags,,,
Remarks,,,
VG,IDS,IG,VDS
-4.556,1.9405E-08,-1.28E-13,0.1
-4.667,1.76115E-08,-1.06E-13,0.1
-4.778,0.000000016,-1.24E-13,0.1
-4.889,1.44458E-08,-9.5E-14,0.1
-5,1.30698E-08,-1.35E-13,0.1
-5.111,1.18151E-08,-1.09E-13,0.1
-5.222,1.06595E-08,-6.1E-14,0.1
-5.333,9.65934E-09,-8.9E-14,0.1
-5.444,8.69106E-09,-1.44E-13,0.1
-5.556,7.8167E-09,-1.49E-13,0.1
-5.667,0.000000007,-1.31E-13,0.1
-5.778,6.31226E-09,-1.14E-13,0.1
-5.889,5.66714E-09,-1.16E-13,0.1
-6,5.08221E-09,-4.4E-14,0.1
-6.111,4.56156E-09,4.83E-13,0.1
-6.222,4.09236E-09,-3.44E-13,0.1
-6.333,3.66793E-09,-3.49E-13,0.1
-6.444,3.28666E-09,-1.84E-13,0.1
-6.556,2.94085E-09,-1.43E-13,0.1
-6.667,2.63375E-09,-1.63E-13,0.1
-6.778,2.35998E-09,-1.46E-13,0.1
-6.889,2.11101E-09,-1.36E-13,0.1
-7,1.88734E-09,-1.54E-13,0.1
-7.111,1.68973E-09,-1.47E-13,0.1
-7.222,1.5112E-09,-1.76E-13,0.1
-7.333,1.35098E-09,-1.64E-13,0.1
-7.444,1.20752E-09,-1.33E-13,0.1
-7.556,1.07928E-09,-1.65E-13,0.1
-7.667,0.000000001,-1.69E-13,0.1
-7.778,8.79731E-10,-1.37E-13,0.1
-7.889,7.91803E-10,-1.2E-13,0.1
-8,7.1306E-10,-1E-13,0.1
-8.111,6.4169E-10,-1.33E-13,0.1
-8.222,5.77375E-10,-1.42E-13,0.1
-8.333,5.1934E-10,-1.67E-13,0.1
-8.444,4.66688E-10,-1.4E-13,0.1
-8.556,4.19989E-10,-1.42E-13,0.1
-8.667,3.77715E-10,-1.44E-13,0.1
-8.778,3.40306E-10,-1.15E-13,0.1
-8.889,3.06619E-10,-1.35E-13,0.1
-9,2.76673E-10,-1.7E-13,0.1
-9.111,2.50287E-10,-1.3E-13,0.1
-9.222,2.26425E-10,-1.69E-13,0.1
-9.333,2.04972E-10,-1.58E-13,0.1
-9.444,1.85863E-10,-1.56E-13,0.1
-9.556,1.68405E-10,-2.02E-13,0.1
-9.667,1.53201E-10,-2.4E-13,0.1
-9.778,1.39601E-10,-2.44E-13,0.1
-9.889,1.27406E-10,-2.81E-13,0.1
-10,1.1678E-10,-2.7E-13,0.1
