Setup title,Transfer_EDOPE,,,,
Device ID,EDOP3_C9R6,,,,
Flags,,,,,
Remarks,,,,,
VG,IDS,IG,ICG,VDS,VCG
-8,5.7352E-11,-5.09E-13,-1.492E-12,0.1,-12
-7.911,8.2688E-11,-2.14E-13,-9.76E-13,0.1,-12
-7.822,1.01555E-10,-1.2E-13,-7.42E-13,0.1,-12
-7.733,1.21256E-10,-1.01E-13,-6.14E-13,0.1,-12
-7.644,1.43174E-10,-9E-14,-5.08E-13,0.1,-12
-7.556,1.66793E-10,-6.1E-14,-4.53E-13,0.1,-12
-7.467,1.9423E-10,-4.7E-14,-4.05E-13,0.1,-12
-7.378,2.24948E-10,-3.5E-14,-3.54E-13,0.1,-12
-7.289,2.59102E-10,-2.8E-14,-3.14E-13,0.1,-12
-7.2,2.97762E-10,2E-15,-3.2E-13,0.1,-12
-7.111,3.41835E-10,-2E-14,-2.72E-13,0.1,-12
-7.022,3.90553E-10,2E-15,-2.61E-13,0.1,-12
-6.933,4.45921E-10,2.49E-13,-3.86E-13,0.1,-12
-6.844,5.06865E-10,-8.4E-14,-2.39E-13,0.1,-12
-6.756,5.7561E-10,-1.4E-14,-2.39E-13,0.1,-12
-6.667,6.52008E-10,1.2E-14,-1.78E-13,0.1,-12
-6.578,7.3556E-10,-3.8E-14,-2.07E-13,0.1,-12
-6.489,8.3257E-10,1.5E-14,-1.79E-13,0.1,-12
-6.4,9.4054E-10,3.2E-14,-1.87E-13,0.1,-12
-6.311,1.05663E-09,1.3E-14,-1.96E-13,0.1,-12
-6.222,1.18672E-09,1.8E-14,-1.77E-13,0.1,-12
-6.133,1.32613E-09,1.6E-14,-1.74E-13,0.1,-12
-6.044,1.483E-09,1.6E-14,-1.69E-13,0.1,-12
-5.956,1.6506E-09,-4E-15,-1.78E-13,0.1,-12
-5.867,1.83704E-09,2.6E-14,-1.8E-13,0.1,-12
-5.778,0.000000002,2.1E-14,-1.42E-13,0.1,-12
-5.689,2.25685E-09,5.3E-14,-1.51E-13,0.1,-12
-5.6,2.49459E-09,7E-14,-8.6E-14,0.1,-12
-5.511,2.75106E-09,7.1E-14,-1.48E-13,0.1,-12
-5.422,0.000000003,1.7E-14,-1.5E-13,0.1,-12
-5.333,3.33343E-09,9.7E-14,1.5E-13,0.1,-12
-5.244,3.65514E-09,3.5E-14,-6.29E-13,0.1,-12
-5.156,0.000000004,-3.3E-14,1.55E-13,0.1,-12
-5.067,4.36388E-09,2E-14,-8.1E-14,0.1,-12
-4.978,4.75651E-09,-5.4E-14,-2.93E-13,0.1,-12
-4.889,5.18041E-09,2.55E-13,-9E-15,0.1,-12
-4.8,5.62584E-09,-3.3E-14,-3.51E-13,0.1,-12
-4.711,6.09414E-09,3.8E-14,-1.93E-13,0.1,-12
-4.622,6.5961E-09,1.95E-13,9.7E-13,0.1,-12
-4.533,7.11473E-09,-5.69E-13,-3.16E-13,0.1,-12
-4.444,7.67437E-09,-7.75E-13,2.67E-13,0.1,-12
-4.356,8.23668E-09,-1.392E-12,5E-14,0.1,-12
-4.267,8.84097E-09,2.29E-13,3.07E-13,0.1,-12
-4.178,9.46738E-09,1.268E-12,-1.516E-12,0.1,-12
-4.089,1.01217E-08,-3.22E-13,1.1E-14,0.1,-12
-4,1.079838E-08,2.7E-14,-8.7E-14,0.1,-12
-3.911,1.14876E-08,-3.48E-13,-8.27E-13,0.1,-12
-3.822,1.22152E-08,2E-14,-1.16E-13,0.1,-12
-3.733,0.000000013,4.7E-14,-1.97E-13,0.1,-12
-3.644,1.37293E-08,4.3E-14,-7.1E-14,0.1,-12
-3.556,1.45079E-08,5.1E-14,-1.38E-13,0.1,-12
-3.467,1.53095E-08,-4E-15,-1.22E-13,0.1,-12
-3.378,1.61309E-08,6.5E-14,-1.25E-13,0.1,-12
-3.289,0.000000017,5.4E-14,-1.07E-13,0.1,-12
-3.2,1.78103E-08,2.6E-14,-1.16E-13,0.1,-12
-3.111,1.86767E-08,4.5E-14,-1.07E-13,0.1,-12
-3.022,1.95317E-08,3.8E-14,-9.7E-14,0.1,-12
-2.933,2.04174E-08,3.1E-14,-8.9E-14,0.1,-12
-2.844,2.13025E-08,3.1E-14,-8.6E-14,0.1,-12
-2.756,2.21726E-08,2.9E-14,-1.17E-13,0.1,-12
-2.667,2.30745E-08,5.5E-14,-1.13E-13,0.1,-12
-2.578,0.000000024,5.3E-14,-8.3E-14,0.1,-12
-2.489,2.48613E-08,5.4E-14,-1.01E-13,0.1,-12
-2.4,2.57402E-08,4E-14,-9.9E-14,0.1,-12
-2.311,2.66466E-08,7.3E-14,-1.18E-13,0.1,-12
-2.222,2.75337E-08,2E-14,-1.15E-13,0.1,-12
-2.133,2.84075E-08,7.3E-14,-7.7E-14,0.1,-12
-2.044,2.92822E-08,1.6E-14,-1.21E-13,0.1,-12
-1.9556,3.01246E-08,4.9E-14,-9.1E-14,0.1,-12
-1.8667,0.000000031,3.8E-14,-1.01E-13,0.1,-12
-1.7778,3.18564E-08,4.6E-14,-9.4E-14,0.1,-12
-1.6889,3.26762E-08,7.3E-14,-9.6E-14,0.1,-12
-1.6,3.35012E-08,4.6E-14,-8.9E-14,0.1,-12
-1.5111,3.4312E-08,5.5E-14,-9.2E-14,0.1,-12
-1.4222,3.51139E-08,3.6E-14,-7.5E-14,0.1,-12
-1.3333,3.59112E-08,4.4E-14,-6.8E-14,0.1,-12
-1.2444,3.66848E-08,8E-14,-6.9E-14,0.1,-12
-1.1556,3.74471E-08,4.9E-14,-1.05E-13,0.1,-12
-1.0667,3.81758E-08,5.3E-14,-8E-14,0.1,-12
-0.9778,3.89133E-08,4.9E-14,-1.12E-13,0.1,-12
-0.8889,3.96336E-08,4.9E-14,-9.1E-14,0.1,-12
-0.8,4.03448E-08,4.1E-14,-6.4E-14,0.1,-12
-0.7111,0.000000041,4.8E-14,-9.9E-14,0.1,-12
-0.6222,4.17227E-08,6.2E-14,-8.2E-14,0.1,-12
-0.5333,4.23744E-08,4.2E-14,-7.8E-14,0.1,-12
-0.4444,0.000000043,3.9E-14,-7.9E-14,0.1,-12
-0.3556,4.36582E-08,5.3E-14,-9.4E-14,0.1,-12
-0.2667,4.42892E-08,5.3E-14,-6.5E-14,0.1,-12
-0.1778,4.48892E-08,7E-14,-6E-14,0.1,-12
-0.0889,4.54762E-08,4.8E-14,-7E-14,0.1,-12
0,0.000000046,5.1E-14,-9E-14,0.1,-12
0.0889,4.65974E-08,3.9E-14,-8.1E-14,0.1,-12
0.1778,4.71458E-08,4.8E-14,-8.8E-14,0.1,-12
0.2667,4.76858E-08,3.9E-14,-6E-14,0.1,-12
0.3556,4.81975E-08,3.6E-14,-8.7E-14,0.1,-12
0.4444,4.87028E-08,2.5E-14,-7E-14,0.1,-12
0.5333,4.92051E-08,3.5E-14,-8.5E-14,0.1,-12
0.6222,4.96918E-08,5.4E-14,-6.1E-14,0.1,-12
0.7111,5.01384E-08,7.1E-14,-7.4E-14,0.1,-12
0.8,5.06108E-08,5.2E-14,-1E-13,0.1,-12
0.8889,0.000000051,6.1E-14,-8.1E-14,0.1,-12
0.9778,5.14869E-08,5.1E-14,-5.3E-14,0.1,-12
1.0667,5.1913E-08,5.6E-14,-6.4E-14,0.1,-12
1.1556,5.23403E-08,7.3E-14,-9.7E-14,0.1,-12
1.2444,5.27352E-08,4.3E-14,-7.7E-14,0.1,-12
1.3333,5.31043E-08,3.4E-14,-6.4E-14,0.1,-12
1.4222,5.34758E-08,5.3E-14,-8.1E-14,0.1,-12
1.5111,5.38641E-08,3.8E-14,-6.9E-14,0.1,-12
1.6,5.42486E-08,5E-14,-5.8E-14,0.1,-12
1.6889,5.45911E-08,7.4E-14,-8.3E-14,0.1,-12
1.7778,5.49332E-08,6.7E-14,-7.2E-14,0.1,-12
1.8667,5.52327E-08,5.8E-14,-7.2E-14,0.1,-12
1.9556,5.55434E-08,5.9E-14,-7.7E-14,0.1,-12
2.044,5.58724E-08,5.5E-14,-7.5E-14,0.1,-12
2.133,5.61481E-08,6.1E-14,-8.9E-14,0.1,-12
2.222,5.64818E-08,7.8E-14,-8E-14,0.1,-12
2.311,5.67335E-08,5.5E-14,-5.3E-14,0.1,-12
2.4,0.000000057,6.9E-14,-7.5E-14,0.1,-12
2.489,5.73193E-08,8.1E-14,-8.7E-14,0.1,-12
2.578,5.75542E-08,6.7E-14,-8.4E-14,0.1,-12
2.667,5.78039E-08,5.1E-14,-5.7E-14,0.1,-12
2.756,5.80746E-08,6E-14,-9.6E-14,0.1,-12
2.844,5.83228E-08,5.9E-14,-8E-14,0.1,-12
2.933,5.85468E-08,8.6E-14,-7.8E-14,0.1,-12
3.022,5.87843E-08,6.2E-14,-8.2E-14,0.1,-12
3.111,0.000000059,8E-14,-5E-14,0.1,-12
3.2,5.92738E-08,1.05E-13,-7.8E-14,0.1,-12
3.289,5.94593E-08,8.6E-14,-5.9E-14,0.1,-12
3.378,5.96656E-08,8.5E-14,-7.5E-14,0.1,-12
3.467,5.98729E-08,1.09E-13,-8.1E-14,0.1,-12
3.556,6.00727E-08,7.8E-14,-8.8E-14,0.1,-12
3.644,6.02779E-08,1.03E-13,-6.6E-14,0.1,-12
3.733,6.0482E-08,1.11E-13,-7.6E-14,0.1,-12
3.822,6.0663E-08,9.9E-14,-6.2E-14,0.1,-12
3.911,6.08111E-08,8.4E-14,-8E-14,0.1,-12
4,0.000000061,1.29E-13,-7.3E-14,0.1,-12
4.089,6.11859E-08,8.2E-14,-8.1E-14,0.1,-12
4.178,6.13897E-08,1.15E-13,-7.3E-14,0.1,-12
4.267,6.15266E-08,1.47E-13,-8.2E-14,0.1,-12
4.356,6.16947E-08,1.1E-13,-8.7E-14,0.1,-12
4.444,6.18569E-08,1.36E-13,-8.8E-14,0.1,-12
4.533,0.000000062,1.32E-13,-7.3E-14,0.1,-12
4.622,6.2121E-08,1.22E-13,-9E-14,0.1,-12
4.711,6.22944E-08,1.42E-13,-7.4E-14,0.1,-12
4.8,6.23913E-08,1.28E-13,-8.4E-14,0.1,-12
4.889,6.25611E-08,1.29E-13,-6.6E-14,0.1,-12
4.978,6.26863E-08,1.2E-13,-6.5E-14,0.1,-12
5.067,6.27794E-08,1.35E-13,-5.5E-14,0.1,-12
5.156,6.29183E-08,1.44E-13,-8.7E-14,0.1,-12
5.244,0.000000063,1.49E-13,-6.2E-14,0.1,-12
5.333,6.31953E-08,1.59E-13,-7.1E-14,0.1,-12
5.422,6.33206E-08,1.31E-13,-7.3E-14,0.1,-12
5.511,6.34461E-08,1.49E-13,-7.4E-14,0.1,-12
5.6,6.35413E-08,1.75E-13,-8.2E-14,0.1,-12
5.689,6.36696E-08,1.56E-13,-8.1E-14,0.1,-12
5.778,6.37575E-08,1.8E-13,-7.4E-14,0.1,-12
5.867,6.38503E-08,1.67E-13,-8E-14,0.1,-12
5.956,0.000000064,1.88E-13,-4.7E-14,0.1,-12
6.044,6.40989E-08,1.73E-13,-7.5E-14,0.1,-12
6.133,6.41761E-08,1.72E-13,-9.8E-14,0.1,-12
6.222,6.42743E-08,1.92E-13,-8.4E-14,0.1,-12
6.311,6.43489E-08,1.82E-13,-6.8E-14,0.1,-12
6.4,6.44661E-08,1.84E-13,-5.7E-14,0.1,-12
6.489,6.45953E-08,2.04E-13,-7.1E-14,0.1,-12
6.578,6.46556E-08,2.01E-13,-9.8E-14,0.1,-12
6.667,6.47424E-08,2.08E-13,-9E-14,0.1,-12
6.756,6.48351E-08,1.9E-13,-9.7E-14,0.1,-12
6.844,6.48777E-08,2.02E-13,-1.02E-13,0.1,-12
6.933,0.000000065,1.99E-13,-8E-14,0.1,-12
7.022,0.000000065,1.96E-13,-5.9E-14,0.1,-12
7.111,6.51259E-08,2.07E-13,-6.2E-14,0.1,-12
7.2,6.52146E-08,2.17E-13,-8.6E-14,0.1,-12
7.289,6.53231E-08,2.04E-13,-5.3E-14,0.1,-12
7.378,6.53602E-08,1.87E-13,-7.6E-14,0.1,-12
7.467,6.5479E-08,2.26E-13,-7.4E-14,0.1,-12
7.556,6.55674E-08,1.99E-13,-4.1E-14,0.1,-12
7.644,6.56396E-08,2.3E-13,-7.8E-14,0.1,-12
7.733,6.57251E-08,2.05E-13,-7.6E-14,0.1,-12
7.822,6.57869E-08,2.26E-13,-6.1E-14,0.1,-12
7.911,6.57957E-08,2.32E-13,-8.1E-14,0.1,-12
8,6.59285E-08,2.12E-13,-7.6E-14,0.1,-12
-8,4.37799E-10,-1.35E-13,2.49E-13,0.1,-9
-7.911,5.22047E-10,-8.8E-14,1.72E-13,0.1,-9
-7.822,6.02232E-10,-5E-14,1.31E-13,0.1,-9
-7.733,6.89541E-10,-5.7E-14,1.01E-13,0.1,-9
-7.644,7.8325E-10,-3.9E-14,8.1E-14,0.1,-9
-7.556,8.8733E-10,-3.2E-14,5.4E-14,0.1,-9
-7.467,0.000000001,-2E-14,5.3E-14,0.1,-9
-7.378,1.12323E-09,9E-15,5.2E-14,0.1,-9
-7.289,1.25768E-09,-3E-15,5.4E-14,0.1,-9
-7.2,1.40757E-09,-2.8E-14,3.1E-14,0.1,-9
-7.111,1.56971E-09,-1E-15,6E-14,0.1,-9
-7.022,1.7453E-09,-1.4E-14,3.2E-14,0.1,-9
-6.933,1.93668E-09,-5E-15,4.1E-14,0.1,-9
-6.844,2.14375E-09,5E-15,2.7E-14,0.1,-9
-6.756,2.36501E-09,1.7E-14,2.7E-14,0.1,-9
-6.667,2.61521E-09,1E-15,4.4E-14,0.1,-9
-6.578,2.87974E-09,6E-15,2.8E-14,0.1,-9
-6.489,3.16475E-09,4E-15,9E-15,0.1,-9
-6.4,3.47129E-09,2.1E-14,1.4E-14,0.1,-9
-6.311,3.80308E-09,1.5E-14,2.7E-14,0.1,-9
-6.222,4.16327E-09,4E-15,2.2E-14,0.1,-9
-6.133,4.54003E-09,-3E-15,2.2E-14,0.1,-9
-6.044,0.000000005,1.2E-14,2.9E-14,0.1,-9
-5.956,5.40197E-09,1.5E-14,-1E-15,0.1,-9
-5.867,5.87742E-09,3.4E-14,1.5E-14,0.1,-9
-5.778,6.38981E-09,-8E-15,1.8E-14,0.1,-9
-5.689,6.92851E-09,1E-15,1E-14,0.1,-9
-5.6,7.50427E-09,5.6E-14,1.1E-14,0.1,-9
-5.511,8.11749E-09,2.4E-14,0,0.1,-9
-5.422,8.76662E-09,3.1E-14,-5E-15,0.1,-9
-5.333,9.45738E-09,1.6E-14,2.8E-14,0.1,-9
-5.244,1.018377E-08,2.5E-14,2E-15,0.1,-9
-5.156,1.094769E-08,3.8E-14,2.6E-14,0.1,-9
-5.067,1.17429E-08,4E-15,1.1E-14,0.1,-9
-4.978,1.26069E-08,3.1E-14,5E-15,0.1,-9
-4.889,1.34992E-08,3.5E-14,-3E-15,0.1,-9
-4.8,1.44473E-08,1E-14,6E-15,0.1,-9
-4.711,1.5423E-08,4.8E-14,4E-15,0.1,-9
-4.622,1.64659E-08,-6E-15,-2E-15,0.1,-9
-4.533,1.75606E-08,3.2E-14,6E-15,0.1,-9
-4.444,1.86925E-08,2.2E-14,2E-15,0.1,-9
-4.356,1.98616E-08,4.4E-14,-1.4E-14,0.1,-9
-4.267,2.10982E-08,3.6E-14,0,0.1,-9
-4.178,2.23676E-08,1.9E-14,-1.1E-14,0.1,-9
-4.089,2.3687E-08,3E-14,1E-15,0.1,-9
-4,2.50687E-08,1.4E-14,-1E-15,0.1,-9
-3.911,2.64982E-08,4.8E-14,-2.1E-14,0.1,-9
-3.822,0.000000028,8E-15,-4E-15,0.1,-9
-3.733,2.94593E-08,3.5E-14,-2.5E-14,0.1,-9
-3.644,0.000000031,2.1E-14,-9E-15,0.1,-9
-3.556,3.26268E-08,2.2E-14,-9E-15,0.1,-9
-3.467,3.4277E-08,2E-15,-6E-15,0.1,-9
-3.378,0.000000036,2E-14,-1.3E-14,0.1,-9
-3.289,3.77214E-08,3.2E-14,1.2E-14,0.1,-9
-3.2,3.95033E-08,2.8E-14,1.4E-14,0.1,-9
-3.111,4.13371E-08,1E-14,-9E-15,0.1,-9
-3.022,4.32068E-08,1.6E-14,2.2E-14,0.1,-9
-2.933,4.51084E-08,4.4E-14,1E-15,0.1,-9
-2.844,0.000000047,2.4E-14,-1.7E-14,0.1,-9
-2.756,0.000000049,3.6E-14,-9E-15,0.1,-9
-2.667,0.000000051,2E-14,-6E-15,0.1,-9
-2.578,0.000000053,2E-14,-1.3E-14,0.1,-9
-2.489,5.5081E-08,3.1E-14,-1E-14,0.1,-9
-2.4,5.71679E-08,2.2E-14,-8E-15,0.1,-9
-2.311,5.92934E-08,6E-15,-7E-15,0.1,-9
-2.222,6.14353E-08,3.3E-14,9E-15,0.1,-9
-2.133,6.35979E-08,3.3E-14,-1.5E-14,0.1,-9
-2.044,6.57725E-08,2.9E-14,-1.8E-14,0.1,-9
-1.9556,0.000000068,3.5E-14,-1.3E-14,0.1,-9
-1.8667,7.01342E-08,2.6E-14,-2E-14,0.1,-9
-1.7778,7.23837E-08,2.1E-14,1E-14,0.1,-9
-1.6889,7.45976E-08,4.4E-14,-1.8E-14,0.1,-9
-1.6,7.686E-08,2.3E-14,4E-15,0.1,-9
-1.5111,7.90998E-08,1.4E-14,-2.2E-14,0.1,-9
-1.4222,8.13527E-08,2.3E-14,-9E-15,0.1,-9
-1.3333,8.35847E-08,2.9E-14,4E-15,0.1,-9
-1.2444,8.58511E-08,2.6E-14,-7E-15,0.1,-9
-1.1556,8.80749E-08,2.9E-14,-1.7E-14,0.1,-9
-1.0667,9.03331E-08,3.6E-14,2.3E-14,0.1,-9
-0.9778,9.25716E-08,1.6E-14,-1.8E-14,0.1,-9
-0.8889,9.47883E-08,3.4E-14,-2.1E-14,0.1,-9
-0.8,0.000000097,2.1E-14,-1.4E-14,0.1,-9
-0.7111,9.92453E-08,5E-15,-1.9E-14,0.1,-9
-0.6222,1.014347E-07,2.6E-14,5E-15,0.1,-9
-0.5333,1.036474E-07,3.4E-14,-1.5E-14,0.1,-9
-0.4444,1.058137E-07,4.5E-14,-3E-15,0.1,-9
-0.3556,0.000000108,2.3E-14,-2.2E-14,0.1,-9
-0.2667,1.10084E-07,4.5E-14,-3.5E-14,0.1,-9
-0.1778,1.121836E-07,2.7E-14,-1.3E-14,0.1,-9
-0.0889,1.14284E-07,2.3E-14,-3.9E-14,0.1,-9
0,1.16365E-07,1.4E-14,9E-15,0.1,-9
0.0889,1.18443E-07,3.3E-14,-2.4E-14,0.1,-9
0.1778,1.20428E-07,3.3E-14,-1.5E-14,0.1,-9
0.2667,1.22476E-07,5.7E-14,-3.2E-14,0.1,-9
0.3556,1.24453E-07,1.1E-14,-1.2E-14,0.1,-9
0.4444,1.26411E-07,1.9E-14,-5E-15,0.1,-9
0.5333,1.28347E-07,2.8E-14,-1E-14,0.1,-9
0.6222,1.30281E-07,8E-15,-4E-15,0.1,-9
0.7111,1.32159E-07,4E-14,-2.6E-14,0.1,-9
0.8,0.000000134,2.5E-14,-1.4E-14,0.1,-9
0.8889,1.35823E-07,2.4E-14,-3.8E-14,0.1,-9
0.9778,1.37612E-07,2.5E-14,-2.3E-14,0.1,-9
1.0667,1.39334E-07,2.6E-14,-2.2E-14,0.1,-9
1.1556,1.41103E-07,5.4E-14,-3.1E-14,0.1,-9
1.2444,1.42796E-07,4.2E-14,-1.8E-14,0.1,-9
1.3333,1.44477E-07,3.6E-14,-2E-14,0.1,-9
1.4222,1.46092E-07,3E-14,-9E-15,0.1,-9
1.5111,1.47663E-07,4.6E-14,-2.9E-14,0.1,-9
1.6,1.49264E-07,1.8E-14,-2.5E-14,0.1,-9
1.6889,1.50855E-07,3.1E-14,-1.6E-14,0.1,-9
1.7778,1.5236E-07,3.3E-14,-2.5E-14,0.1,-9
1.8667,1.5386E-07,2.7E-14,-1.5E-14,0.1,-9
1.9556,1.55367E-07,3.9E-14,-2.1E-14,0.1,-9
2.044,1.56718E-07,4.5E-14,-2.3E-14,0.1,-9
2.133,1.58119E-07,5.5E-14,-1.1E-14,0.1,-9
2.222,1.59426E-07,3.5E-14,-1.7E-14,0.1,-9
2.311,1.60752E-07,6.1E-14,-3E-14,0.1,-9
2.4,1.62152E-07,3.4E-14,-2.5E-14,0.1,-9
2.489,1.63383E-07,5E-14,-1E-15,0.1,-9
2.578,1.64652E-07,3.5E-14,-2.2E-14,0.1,-9
2.667,1.65858E-07,6.5E-14,-2.3E-14,0.1,-9
2.756,1.67066E-07,4.7E-14,-2.2E-14,0.1,-9
2.844,1.68175E-07,4.1E-14,-1.9E-14,0.1,-9
2.933,1.69289E-07,5.8E-14,-2.2E-14,0.1,-9
3.022,1.7047E-07,5.1E-14,-3.8E-14,0.1,-9
3.111,1.71496E-07,5.4E-14,-2.2E-14,0.1,-9
3.2,1.72565E-07,6.7E-14,-2.5E-14,0.1,-9
3.289,1.73635E-07,5.7E-14,-1.5E-14,0.1,-9
3.378,1.74586E-07,4.1E-14,-1.4E-14,0.1,-9
3.467,1.75617E-07,6.2E-14,-2.6E-14,0.1,-9
3.556,1.76581E-07,5.1E-14,-2.4E-14,0.1,-9
3.644,1.77542E-07,5E-14,-3.6E-14,0.1,-9
3.733,1.78359E-07,7.3E-14,-4.3E-14,0.1,-9
3.822,1.79297E-07,6.9E-14,-2.1E-14,0.1,-9
3.911,1.80089E-07,5.8E-14,-2.4E-14,0.1,-9
4,1.80925E-07,6.1E-14,-2.1E-14,0.1,-9
4.089,1.81864E-07,6.8E-14,-2.4E-14,0.1,-9
4.178,1.82681E-07,7.7E-14,-3.6E-14,0.1,-9
4.267,1.83462E-07,7.7E-14,-2.8E-14,0.1,-9
4.356,1.84261E-07,6.6E-14,-4.6E-14,0.1,-9
4.444,0.000000185,8.9E-14,-3.1E-14,0.1,-9
4.533,1.85681E-07,1.03E-13,-2.7E-14,0.1,-9
4.622,1.86425E-07,7.4E-14,-2.4E-14,0.1,-9
4.711,1.87132E-07,9.4E-14,-3.3E-14,0.1,-9
4.8,1.87866E-07,9E-14,-2.4E-14,0.1,-9
4.889,1.88505E-07,8.7E-14,-1.4E-14,0.1,-9
4.978,1.89141E-07,9.3E-14,-3E-14,0.1,-9
5.067,1.8982E-07,9.4E-14,-3.2E-14,0.1,-9
5.156,1.90502E-07,1.04E-13,-2.3E-14,0.1,-9
5.244,1.91083E-07,8E-14,-2.9E-14,0.1,-9
5.333,1.91548E-07,9.5E-14,-3.1E-14,0.1,-9
5.422,1.9221E-07,9.7E-14,-2.5E-14,0.1,-9
5.511,1.92822E-07,7.9E-14,-2.1E-14,0.1,-9
5.6,1.93364E-07,9.9E-14,-2.7E-14,0.1,-9
5.689,1.9392E-07,1.24E-13,-3.1E-14,0.1,-9
5.778,1.94429E-07,1.09E-13,-3.9E-14,0.1,-9
5.867,1.94854E-07,1.17E-13,-3.3E-14,0.1,-9
5.956,1.95435E-07,1.01E-13,-3.2E-14,0.1,-9
6.044,1.95857E-07,9.5E-14,-2.5E-14,0.1,-9
6.133,1.9631E-07,1.1E-13,-2.2E-14,0.1,-9
6.222,1.96825E-07,1.06E-13,-3.3E-14,0.1,-9
6.311,1.9727E-07,1.03E-13,-4E-14,0.1,-9
6.4,1.97642E-07,1.26E-13,-3.9E-14,0.1,-9
6.489,1.98096E-07,1.19E-13,-2E-15,0.1,-9
6.578,1.98576E-07,1.17E-13,-2.8E-14,0.1,-9
6.667,0.000000199,1.27E-13,-4.3E-14,0.1,-9
6.756,1.9939E-07,1.35E-13,-4E-14,0.1,-9
6.844,1.99788E-07,1.55E-13,-2.7E-14,0.1,-9
6.933,2.0014E-07,1.52E-13,-2.9E-14,0.1,-9
7.022,2.00513E-07,1.45E-13,-4.8E-14,0.1,-9
7.111,0.000000201,1.52E-13,-2.3E-14,0.1,-9
7.2,2.01287E-07,1.49E-13,-3E-14,0.1,-9
7.289,2.01598E-07,1.59E-13,-2.6E-14,0.1,-9
7.378,2.01905E-07,1.71E-13,-2.2E-14,0.1,-9
7.467,2.02141E-07,1.47E-13,-1E-14,0.1,-9
7.556,2.02587E-07,1.71E-13,-2.9E-14,0.1,-9
7.644,2.02918E-07,1.65E-13,-4.4E-14,0.1,-9
7.733,2.03159E-07,1.71E-13,-2.6E-14,0.1,-9
7.822,2.03488E-07,1.63E-13,-3.9E-14,0.1,-9
7.911,2.03735E-07,2.05E-13,-4E-14,0.1,-9
8,0.000000204,1.69E-13,-3.1E-14,0.1,-9
-8,9.0301E-10,-1.75E-13,3E-13,0.1,-6
-7.911,1.05299E-09,-1.08E-13,2.12E-13,0.1,-6
-7.822,1.18997E-09,-6.7E-14,1.42E-13,0.1,-6
-7.733,1.33549E-09,-7.6E-14,1.08E-13,0.1,-6
-7.644,1.49135E-09,-5.3E-14,1.13E-13,0.1,-6
-7.556,1.65837E-09,-1.6E-14,7.2E-14,0.1,-6
-7.467,1.83958E-09,-5E-14,8.4E-14,0.1,-6
-7.378,0.000000002,-2.6E-14,7.7E-14,0.1,-6
-7.289,2.24883E-09,-1E-14,4.5E-14,0.1,-6
-7.2,2.48176E-09,-2.6E-14,3.2E-14,0.1,-6
-7.111,2.73106E-09,-1.2E-14,4.4E-14,0.1,-6
-7.022,0.000000003,-1.9E-14,4.6E-14,0.1,-6
-6.933,3.29332E-09,-2.2E-14,3E-14,0.1,-6
-6.844,3.60672E-09,-1E-14,1.1E-14,0.1,-6
-6.756,3.93652E-09,-1.6E-14,3.6E-14,0.1,-6
-6.667,4.31003E-09,1E-15,3.2E-14,0.1,-6
-6.578,4.69769E-09,-6E-15,2.5E-14,0.1,-6
-6.489,5.1135E-09,0,1.8E-14,0.1,-6
-6.4,5.56338E-09,1.1E-14,1.7E-14,0.1,-6
-6.311,0.000000006,2E-14,2.5E-14,0.1,-6
-6.222,6.56163E-09,1.5E-14,3.1E-14,0.1,-6
-6.133,7.10662E-09,1.6E-14,3.2E-14,0.1,-6
-6.044,7.68343E-09,8E-15,2E-14,0.1,-6
-5.956,8.29872E-09,1.7E-14,1.4E-14,0.1,-6
-5.867,0.000000009,-1.7E-14,-3E-15,0.1,-6
-5.778,9.66596E-09,2.2E-14,-4E-15,0.1,-6
-5.689,1.04088E-08,-1.4E-14,1.5E-14,0.1,-6
-5.6,1.11885E-08,3E-15,1E-15,0.1,-6
-5.511,0.000000012,8E-15,1.9E-14,0.1,-6
-5.422,1.29153E-08,8E-15,8E-15,0.1,-6
-5.333,1.38559E-08,-2.9E-14,1E-15,0.1,-6
-5.244,1.48399E-08,2E-15,-5E-15,0.1,-6
-5.156,1.58673E-08,3E-15,-3E-15,0.1,-6
-5.067,0.000000017,1E-14,-5E-15,0.1,-6
-4.978,1.81208E-08,-1.5E-14,1.2E-14,0.1,-6
-4.889,1.93356E-08,8E-15,-1E-14,0.1,-6
-4.8,2.06014E-08,-1E-15,3.2E-14,0.1,-6
-4.711,2.19303E-08,1.3E-14,1E-14,0.1,-6
-4.622,2.33353E-08,2.1E-14,8E-15,0.1,-6
-4.533,2.47826E-08,7E-15,3E-15,0.1,-6
-4.444,2.63117E-08,3E-15,-1.1E-14,0.1,-6
-4.356,2.78851E-08,1.7E-14,-5E-15,0.1,-6
-4.267,2.95437E-08,3.3E-14,-4E-15,0.1,-6
-4.178,3.12674E-08,1.3E-14,1.3E-14,0.1,-6
-4.089,3.30719E-08,1.9E-14,2E-15,0.1,-6
-4,3.49436E-08,-8E-15,-7E-15,0.1,-6
-3.911,3.68805E-08,2.4E-14,6E-15,0.1,-6
-3.822,3.88874E-08,2.1E-14,-7E-15,0.1,-6
-3.733,0.000000041,1.6E-14,-3.7E-14,0.1,-6
-3.644,4.31201E-08,2.1E-14,-2E-15,0.1,-6
-3.556,4.53289E-08,-1.1E-14,5E-15,0.1,-6
-3.467,4.76412E-08,1.3E-14,-1.2E-14,0.1,-6
